category;title;brand;modelSlug;brandSlug;price;oldPrice;quantity;photo;description;text;seo_title;seo_description;article;tact;power_hp;control_type;propulsion;track_width_mm;boat_type;floor_type;engine_type;engine_cc2;max_power;transmission;drive;front_susp;rear_susp;shocks;tires;wheels;track;starter;fuel_system;weight;brakes;length_width;cockpit;balloon_d;seats;max_hp;capacity;balloons_qty;rpm_range;fuel_cons;fuel_rec;trim ;leg_len ;fuel_tank ;dimensions;equipment ;char_warranty
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G9.9FHS водомет;GLADIATOR;gladiator-g9-9fhs-jet;lodochnye-motory-gladiator;154700;;0;"lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g9-9fhs-vodomet-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g9-9fhs-vodomet-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g9-9fhs-vodomet-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g9-9fhs-vodomet-mir-motorov-krasnoyarsk-04; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g9-9fhs-vodomet-mir-motorov-krasnoyarsk-05";9.9 л.с., 246 см3, 42 кг.;Лодочный мотор Gladiator G9,9FHS JET, 9,9 л.с на водометной насадки. Подходит для узких лодок до 380 см и на 1 пассажира. ;;;;2;9,9;румпель;джет;;;;2 тактный 2 цил. карбюраторный;246;;;;;;;;;;ручной;карбюратор;42;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G9.9PRO FHS;GLADIATOR;gladiator-g9-9pro-fhs;lodochnye-motory-gladiator;109200;;0;"lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-04; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-05; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-06; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-07; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g9-9pro-mir-motorov-krasnoyarsk-08";9.9 л.с., 324см3, 41 кг.;"Лодочный мотор Gladiator G9,9FHS PRO, самый мощный мотор в линейке ""до регистрации"". 20 л.с. , 42 кг веса.";;;;2;9,9;румпель;винт;;;;2 тактный 2 цил. карбюраторный;324;;;;;;;;;;ручной;карбюратор;41;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G30FES;GLADIATOR;gladiator-g30fes;lodochnye-motory-gladiator;203700;;0;"lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-04; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-05; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-06; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-07; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fes-mir-motorov-krasnoyarsk-08";30 л.с., 496 см3, 56 кг.;Лодочный мотор Gladaitor G30FHS. Румпельный 30 силный лодочный мотор, прекрасно подхоидт для лодок 380-420 см длиной.;;;;2;30;дистанция;винт;;;;2 тактный 2 цил. карбюраторный;496;;;;;;;;;;электро/ручной;карбюратор;56;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, машинка газ реверс, троса газ реверс, рулевой редуктор, рулевое колесо, трос рулевой, комплект для установки дистанционного управления, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G30FHS;GLADIATOR;gladiator-g30fhs;lodochnye-motory-gladiator;161700;;0;"lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-04; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-05; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-06; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-07; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g30fhs-mir-motorov-krasnoyarsk-08";30 л.с., 496 см3, 53 кг.;Лодочный мотор Gladiator G30FES. Мотор под дистанцию. Выгодно отличается от других брендов наличие полной дистанционной комплектации - машинка газ-реверс, рулевой редуктор, руелвое колесо, трос ду 15фт, трос рулевой.;;;;2;30;румпель;винт;;;;2 тактный 2 цил. карбюраторный;496;;;;;;;;;;ручной;карбюратор;53;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G30FHS Водомет;GLADIATOR;gladiator-g30fhs-jet;lodochnye-motory-gladiator;225000;;0;"lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g30fhs-vodomet-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g30fhs-vodomet-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g30fhs-vodomet-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g30fhs-vodomet-mir-motorov-krasnoyarsk-04 ";30 л.с., 496 см3, 62 кг.;Лодочный мотор Gladiator G30FHS JET. Румпельный мотор с водометной насадкой, самый поплярный мотор для водометной насадки, подходит для рыбалки и не сложных путушествий.;;;;2;30;румпель;джет;;;;2 тактный 2 цил. карбюраторный;496;;;;;;;;;;ручной;карбюратор;62;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G40FES;GLADIATOR;gladiator-g40fes;lodochnye-motory-gladiator;231000;;0;"lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-04; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-05; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-06; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-07; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fes-mir-motorov-krasnoyarsk-08";40 л.с., 703 см3, 78 кг.;Лодочный мотор Gladaitor G40FHS  — это двухтактный подвесной лодочный мотор мощностью 40 лошадиных сил. Обладает рабочим объемом 703 см³ и предназначена для установки на средние и крупные надувные лодки ПВХ или корпусные катера со стандартной высотой транца S (381 мм);;;;2;40;дистанция;винт;;;;2 тактный 2 цил. карбюраторный;703;;;;;;;;;;электро/ручной;карбюратор;78;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, машинка газ реверс, троса газ реверс, рулевой редуктор, рулевое колесо, трос рулевой, комплект для установки дистанционного управления, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G40FHS;GLADIATOR;gladiator-g40fhs;lodochnye-motory-gladiator;204800;;0;"lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-04; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-05; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-06; lodochnye-motory-gladiator\lodochnyj-motor-gladiator-g40fhs-mir-motorov-krasnoyarsk-07";40 л.с., 703 см3, 78 кг.;Лодончый мотор Gladiator G40FES — это двухтактный двухцилиндровый подвесной лодочный мотор мощностью 40 л.с., главным отличием которого является заводская комплектация электростартером и дистанционным управлением (аббревиатура FES: F — дистанционное управление, E — электрозапуск, S — короткий транец 381 мм). Модель оптимальна для установки на катера с консолью управления и крупные ПВХ-лодки длиной от 4–4,5 метров со стационарным постом. Мощности хватает для быстрой доставки 5–8 человек или тяжелого груза в режим глиссирования. отличительная черта полная дистанционная комплектация - машинка газ-реверс, рулевой редуктор, руелвое колесо, трос ду 15фт, трос рулевой.;;;;2;40;румпель;винт;;;;2 тактный 2 цил. карбюраторный;703;;;;;;;;;;ручной;карбюратор;78;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы Gladiator;Техника";Лодочный мотор Gladiator G40FHS водомет;GLADIATOR;gladiator-g40fhs-jet;lodochnye-motory-gladiator;268000;;0;"lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g40fhs-vodomet-mir-motorov-krasnoyarsk-01; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g40fhs-vodomet-mir-motorov-krasnoyarsk-02; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g40fhs-vodomet-mir-motorov-krasnoyarsk-03; lodochnye-motory-gladiator\lodochnyj-motor-s-vodometnoj-nasadkoj-gladiator-g40fhs-vodomet-mir-motorov-krasnoyarsk-04";40 л.с., 703 см3, 82 кг.;Лодочный мотор Gladiator G40FHS JET -  это двухтактный подвесной водометный лодочный мотор мощностью 40 л.с., построенный на базе классического румпельного двигателя G40FHS, но вместо редуктора с гребным винтом на него заводским или дилерским способом установлена водометная насадка.;;;;2;40;румпель;джет;;;;2 тактный 2 цил. карбюраторный;703;;;;;;;;;;ручной;карбюратор;82;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T2.6CBMS;PARSUN;parsun-t2-6cbms;lodochnye-motory-parsun;25500;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-t2-6cbms-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t2-6cbms-2.jpg ";2.6 л.с.,50 куб.см., 9.8 кг.;Лодочный мотор PARSUN T2,6CBMS - сверхлегкий двухтактный одноцилиндровый подвесной лодочный мотор мощностью 2,6 л.с.. Он разработан для небольших надувных лодок ПВХ, каноэ и мини-катеров со стандартной высотой транца S (381 мм). ;;;;2;2,6;румпель;винт;;;;2 тактный 1 цил. карбюраторный;50;;;;;;;;;;ручной;карбюратор;9,8;;;;;;;;;;;;;;;;Набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN TC3.6BMS;PARSUN;parsun-tc3-6bms;lodochnye-motory-parsun;39900;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-tc3-6bms-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-tc3-6bms-2.jpg";3,6 л.с., 74.6 куб.см., 13.5 кг.;"Лодочный мотор Parsun TC3.6BMS – идеальная альтернатива гребным веслам и эффективное решение в качестве докаточного мотора для катеров до 4,5 метров. Его компактные размеры и надежная мощность позволяют вам наслаждаться плаванием без лишних усилий. Он станет надёжным спутником в каждом вашем водном приключении, обеспечивая лёгкость управления и беззаботное путешествие по воде.
";;;;2;3,6;румпель;винт;;;;2 тактный 1 цил. карбюраторный;74,6;;;;;;;;;;ручной;карбюратор;13,5;;;;;;;;;;;;;;;;Набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T4NBMS;PARSUN;parsun-t4nbms;lodochnye-motory-parsun;48000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t4nbms-1.jpg;4 л.с.,74.6 куб.см., 14,5 кг.;Лодочный мотор Parsun T4NBMS – это идеальный выбор для вашей лодки, который превратит ваши прогулки по воде в настоящее удовольствие. Он сочетает в себе компактность, мощность и надежность, делая его отличным докаточным мотором для катеров до 5 метров. Невероятно эффективный и легкий в управлении, этот мотор станет незаменимым спутником в каждом вашем морском приключении.;;;;2;4;румпель;винт;;;;2 тактный 1 цил. карбюраторный;74,6;;;;;;;;;;ручной;карбюратор;14,5;;;;;;;;;;;;;;;;Набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T5BMS;PARSUN;parsun-5bms;lodochnye-motory-parsun;59900;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-t5bms-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t5bms-2.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t5bms-3.jpg";5л.с., 102 куб.см., 20 кг.;"Лодочный мотор Parsun T5BMS – это источник бесконечных возможностей на воде. Сочетание компактности и мощи делает его идеальным выбором в качестве докаточного мотора для катеров до 5 метров. Надежный, эффективный и легкий в управлении, этот мотор подарит вам свободу путешествий по воде без лишних забот. Откройте для себя новые горизонты водных приключений с Parsun T5BMS.
";;;;2;5;румпель;винт;;;;2 тактный 1 цил. карбюраторный;102;;;;;;;;;;ручной;карбюратор;20;;;;;;;;;;;;;;;;Топливный бак 12л., шланг топливный с грущей и коннекторам, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T9,8BMS;PARSUN;parsun-t9-8bms;lodochnye-motory-parsun;99000;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-t9-8bms-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t9-8bms-2.jpg;  lodochnye-motory-parsun\lodochnye-motory-parsun-t9-8bms-3.jpg  ";9,8л.с., 169 куб.см., 26 кг.;Легкий, мощный и без лишних формальностей — лодочный мотор Parsun T9.8BMS призван сделать ваше время на воде максимально комфортным и удобным. Его компактный дизайн и простота управления позволяют наслаждаться плаванием без необходимости получения специальных прав для управления водным транспортом. Парус в мир водных приключений с Parsun T9.8BMS и наслаждайтесь свободой без лишних ограничений.;;;;2;9,8;румпель;винт;;;;2 тактный 2 цил. карбюраторный;169;;;;;;;;;;ручной;карбюратор;26;;;;;;;;;;;;;;;;Топливный бак 12л., шланг топливный с грущей и коннекторам, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T9.9BMS;PARSUN;parsun-t9-9bms;lodochnye-motory-parsun;112900;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t9-9bms.jpg;9.9 л.с.,246 куб.см., 36 кг.;Погрузитесь в мир приключений с лодочным мотором Parsun T9.9BMS. Этот мотор не просто передвигает вас по воде – он вдохновляет на исследования, подарит надёжность в каждом манёвре и уверенность в каждом плавании, делая вашу водную прогулку неповторимой. Его легкий вес и простота управления делают его идеальным выбором для маломерных судов, не требующих специальных прав или лицензий для управления. ;;;;2;9,9;румпель;винт;;;;2 тактный 2 цил. карбюраторный;246;;;;;;;;;;ручной;карбюратор;36;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T9.9BMS ENDURO;PARSUN;parsun-t9-9bms-enduro;lodochnye-motory-parsun;118900;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t18bms.jpg;18л.с., 294 куб.см., 38 кг.;Лодочный мотор Parsun T9.9BMS ENDURO - это компактный и эффективный мотор мощностью до 18 лошадиных сил. Его легкий вес и достаточная мощность делают его идеальным выбором для различных типов лодок. Обеспечивая отличную маневренность и надежность, этот мотор станет незаменимым компаньоном для приятных прогулок по воде без лишних сложностей в управлении.;;;;2;18;румпель;винт;;;;2 тактный 2 цил. карбюраторный;294;;;;;;;;;;ручной;карбюратор;38;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T30ABMS;PARSUN;parsun-t30abms;lodochnye-motory-parsun;194500;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t30abms.jpg;30 л.с.,496 куб.см., 52 кг.;Лодочный мотор Parsun T30ABMS с румпельным управлением представляет собой воплощение надежности и мощи. С его внушительной мощностью в 30 лошадиных сил он готов придать вашей лодке эффективность и маневренность. Румпельное управление обеспечивает простоту управления, позволяя вам легко маневрировать даже в ограниченных пространствах или на узких водоёмах.;;;;2;30;румпель;винт;;;;2 тактный 2 цил. карбюраторный;496;;;;;;;;;;ручной;карбюратор;52;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T30AFWS;PARSUN;parsun-t30afws;lodochnye-motory-parsun;234300;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t30afws.jpg;30 л.с.,496 куб.см., 56 кг.;Лодочный мотор Parsun T30AFWS, оборудованный поддержкой дистанционного управления, представляет собой силу и универсальность на воде. Его высокая мощность в 30 лошадиных сил гарантирует эффективное передвижение лодки, а возможность дистанционного управления делает управление максимально удобным и безопасным. Этот мотор создан для исследования водных просторов с минимумом усилий и максимумом удовольствия.;;;;2;30;дистанция;винт;;;;2 тактный 2 цил. карбюраторный;496;;;;;;;;;;электро/ручной;карбюратор;56;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T40BMS;PARSUN;parsun-t40bms;lodochnye-motory-parsun;234900;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-t40bms-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t40bms-2.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t40bms-3.jpg";40 л.с.,703 куб.см., 74 кг.;Лодочный мотор Parsun T40BMS с мощностью 40 лошадиных сил - это источник надежной мощности для вашей лодки. Управление через румпель и наличие ручного стартера делают его простым в использовании и надежным в работе. Он обеспечивает высокую производительность и отличную маневренность, что делает его идеальным выбором для широкого спектра водных приключений. С Parsun T40BMS вы получаете надежность и мощь в каждом плавании.;;;;2;40;румпель;винт;;;;2 тактный 2 цил. карбюраторный;703;;;;;;;;;;ручной;карбюратор;74;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T40FWS;PARSUN;parsun-t40fws;lodochnye-motory-parsun;266500;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t40fws.jpg;40 л.с.,703 куб.см., 77 кг.;Лодочный мотор Parsun T40FWS – это мощный двигатель, предназначенный для тех, кто ценит производительность и удобство. С его внушительной мощностью 40 лошадиных сил и возможностью запуска как ручным, так и электрическим стартером, он обеспечивает надежную работу и легкий пуск мотора. Дистанционное управление добавляет удобства, позволяя управлять лодкой с консолью. С Parsun T40FWS ваши водные приключения становятся удобными и беззаботными.;;;;2;40;дистанция;винт;;;;2 тактный 2 цил. карбюраторный;703;;;;;;;;;;электро/ручной;карбюратор;77;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T40FWS-T;PARSUN;parsun-t40fws-t;lodochnye-motory-parsun;355000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t40fws.jpg;40 л.с.,703 куб.см., 77 кг.;Лодочный мотор Parsun T40FWS-T – это мощный двигатель, предназначенный для тех, кто ценит производительность и удобство. С его внушительной мощностью 40 лошадиных сил и возможностью запуска как ручным, так и электрическим стартером, он обеспечивает надежную работу и легкий пуск мотора. Дистанционное управление добавляет удобства, позволяя управлять лодкой с консолью. С Parsun T40FWS-T ваши водные приключения становятся удобными и беззаботными. Из дополнительных удобств нужно отметить электрический мотор гидроподъема.;;;;2;40;дистанция;винт;;;;2 тактный 2 цил. карбюраторный;703;;;;;;;;;;электро/ручной;карбюратор;77;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T50AFWL-T;PARSUN;parsun-t50afwl-t;lodochnye-motory-parsun;435000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t50afwl-t.jpg;50 л.с., 849 куб.см., 107 кг.;Лодочный мотор Parsun T50AFWL-T – это эффективный и мощный мотор мощностью 50 лошадиных сил, предназначенный для комфортных водных приключений. Оборудованный дистанционным управлением и электрогидроподъемом, он обеспечивает легкость и удобство в управлении лодкой. С трёхцилиндровым двигателем он обеспечивает плавное и равномерное движение по воде, обеспечивая оптимальную производительность. Parsun T50AFWL-T – это сочетание мощности, комфорта и инновационных возможностей для вашего водного опыта.;;;;2;50;дистанция;винт;;;;2 тактный 3 цил. карбюраторный;849;;;;;;;;;;электро;карбюратор;107;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T60ABML-D;PARSUN;parsun-t60abml-d;lodochnye-motory-parsun;396000;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-t60abml-d-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t60abml-d-2.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-t60abml-d-3.jpg";60 л.с., 849 куб.см., 103 кг.;Лодочный мотор Parsun T60ABML-T – это мощное решение для тех, кто ищет экстремальные водные приключения. С его впечатляющей мощностью 60 лошадиных сил, румпельным управлением и гидроподъёмником он идеально подходит для любителей активного отдыха на воде. Трёхцилиндровый двигатель обеспечивает плавное и мощное движение, позволяя испытать адреналиновый подъём в водных приключениях. Parsun T60ABML-T создан для тех, кто ищет максимальные эмоции и мощность на воде.;;;;2;60;румпель;винт;;;;2 тактный 3 цил. карбюраторный;849;;;;;;;;;;электро;карбюратор;103;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T60AFWL-T;PARSUN;parsun-t60afwl-t;lodochnye-motory-parsun;435000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t60afwl-t.jpg;60 л.с., 849 куб.см., 107 кг.;Лодочный мотор Parsun T60AFWL-T – это эффективный и мощный мотор мощностью 60 лошадиных сил, предназначенный для комфортных водных приключений. Оборудованный дистанционным управлением и электрогидроподъемом, он обеспечивает легкость и удобство в управлении лодкой. С трёхцилиндровым двигателем он обеспечивает плавное и равномерное движение по воде, обеспечивая оптимальную производительность. Parsun T60AFWL-T – это сочетание мощности, комфорта и инновационных возможностей для вашего водного опыта.;;;;2;60;дистанция;винт;;;;2 тактный 3 цил. карбюраторный;849;;;;;;;;;;электро;карбюратор;107;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы PARSUN;Техника";Лодочный мотор PARSUN T90BML-D;PARSUN;parsun-t90bml-d;lodochnye-motory-parsun;436000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-t90bml-d.jpg;90 л.с., 849 куб.см., 103 кг.;Лодочный мотор Parsun T90BML-D представляет собой эпицентр мощи и адреналина на воде для истинных экстремалов. Этот румпельный мотор с мощностью 90 лошадиных сил и трёхцилиндровым двигателем обеспечивает невероятную производительность и управляемость. Parsun T90BML-D создан для тех, кто ищет максимальную мощь и адреналин в своих водных приключениях.;;;;2;90;румпель;винт;;;;2 тактный 3 цил. карбюраторный;849;;;;;;;;;;электро;карбюратор;103;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
